"from_stop_id","to_stop_id","from_trip_id","to_trip_id","transfer_type","min_transfer_time"
"132","132","GO102_25_1554","GO102_25_20552","1",""
"132","132","GO102_25_20555","GO102_25_1555","1",""
"132","132","GO102_25_20557","GO102_25_1655","1",""
"132","132","GO102_25_20559","GO102_25_1961","1",""
"132","132","GO102_25_20559","GO102_25_1961_1","1",""
"132","132","GO102_25_1614","GO102_25_30512","1",""
"132","132","GO102_25_1524","GO102_25_30516","1",""
"132","132","GO102_25_30521","GO102_25_1531","1",""
"132","132","GO102_25_1550","GO102_25_30550","1",""
"132","132","GO102_25_1554","GO102_25_30552","1",""
"132","132","GO102_25_30555","GO102_25_1555","1",""
"132","132","GO102_25_30557","GO102_25_1655","1",""
"132","132","GO102_25_30559","GO102_25_1961","1",""
"132","132","GO102_25_30559","GO102_25_1961_1","1",""
