"from_stop_id","to_stop_id","from_trip_id","to_trip_id","transfer_type","min_transfer_time"
"25","25","GO101_25_10393","GO101_25_393_1_2811_METS","1",""
"25","25","GO101_25_400_1_2811_METS","GO101_25_10400","1",""
"25","25","GO101_25_6300_1_2812_METS","GO101_25_16300","1",""
"25","25","GO101_25_16301","GO101_25_6301_1_2812_METS","1",""
"25","25","GO101_25_6302_1_2812_METS","GO101_25_16302","1",""
"25","25","GO101_25_16303","GO101_25_6303_1_2812_METS","1",""
"25","25","GO101_25_6304_1_2812_METS","GO101_25_16304","1",""
"25","25","GO101_25_16305","GO101_25_6305_1_2812_METS","1",""
"25","25","GO101_25_16307","GO101_25_6307_1_2812_METS","1",""
"25","25","GO101_25_6310_1_2812_METS","GO101_25_16310","1",""
"25","25","GO101_25_16311","GO101_25_6311_1_2812_METS","1",""
"25","25","GO101_25_6312_1_2812_METS","GO101_25_16312","1",""
"25","25","GO101_25_16313","GO101_25_6313_1_2812_METS","1",""
"25","25","GO101_25_6314_1_2812_METS","GO101_25_16314","1",""
"25","25","GO101_25_16315","GO101_25_6315_1_2812_METS","1",""
"25","25","GO101_25_6316_1_2812_METS","GO101_25_16316","1",""
"25","25","GO101_25_16317","GO101_25_6317_1_2812_METS","1",""
"25","25","GO101_25_6318_1_2812_METS","GO101_25_16318","1",""
"25","25","GO101_25_16319","GO101_25_6319_1_2812_METS","1",""
"25","25","GO101_25_6320_1_2812_METS","GO101_25_16320","1",""
"25","25","GO101_25_16321","GO101_25_6321_1_2812_METS","1",""
"25","25","GO101_25_6350_1_2812_METS","GO101_25_16350","1",""
"25","25","GO101_25_16351","GO101_25_6351_1_2812_METS","1",""
"25","25","GO101_25_6352_1_2812_METS","GO101_25_16352","1",""
"25","25","GO101_25_16353","GO101_25_6353_1_2812_METS","1",""
"25","25","GO101_25_6354_1_2812_METS","GO101_25_16354","1",""
"25","25","GO101_25_16355","GO101_25_6355_1_2812_METS","1",""
"25","25","GO101_25_6356_1_2812_METS","GO101_25_16356","1",""
"25","25","GO101_25_16357","GO101_25_6357_1_2812_METS","1",""
"25","25","GO101_25_6358_1_2812_METS","GO101_25_16358","1",""
"25","25","GO101_25_16359","GO101_25_6359_1_2812_METS","1",""
"25","25","GO101_25_6360_1_2812_METS","GO101_25_16360","1",""
"25","25","GO101_25_16361","GO101_25_6361_1_2812_METS","1",""
"25","25","GO101_25_6362_1_2812_METS","GO101_25_16362","1",""
"25","25","GO101_25_16363","GO101_25_6363_1_2812_METS","1",""
"25","25","GO101_25_6364_1_2812_METS","GO101_25_16364","1",""
"25","25","GO101_25_16365","GO101_25_6365_1_2812_METS","1",""
"25","25","GO101_25_6366_1_2812_METS","GO101_25_16366","1",""
"25","25","GO101_25_16367","GO101_25_6367_1_2812_METS","1",""
"25","25","GO101_25_6368_1_2812_METS","GO101_25_16368","1",""
"25","25","GO101_25_16369","GO101_25_6369_1_2812_METS","1",""
"25","25","GO101_25_6370_1_2812_METS","GO101_25_16370","1",""
"25","25","GO101_25_16371","GO101_25_6371_1_2812_METS","1",""
"25","25","GO101_25_6372_1_2812_METS","GO101_25_16372","1",""
"25","25","GO101_25_16373","GO101_25_6373_1_2812_METS","1",""
"25","25","GO101_25_6390_1_2812_METS","GO101_25_16390","1",""
"25","25","GO101_25_6392_1_2812_METS","GO101_25_16392","1",""
"25","25","GO101_25_16393","GO101_25_6393_1_2812_METS","1",""
"25","25","GO101_25_6394_1_2812_METS","GO101_25_16394","1",""
"25","25","GO101_25_16395","GO101_25_6395_1_2812_METS","1",""
"25","25","GO101_25_6396_1_2812_METS","GO101_25_16396","1",""
"25","25","GO101_25_16397","GO101_25_6397_1_2812_METS","1",""
"25","25","GO101_25_6398_1_2812_METS","GO101_25_16398","1",""
"25","25","GO101_25_16399","GO101_25_6399_1_2812_METS","1",""
"25","25","GO101_25_16399","GO101_25_6399_1_2811_METS","1",""
"25","25","GO101_25_6412_1_2812_METS","GO101_25_16412","1",""
"25","25","GO101_25_16413","GO101_25_6413_1_2812_METS","1",""
"25","25","GO101_25_6414_1_2812_METS","GO101_25_16414","1",""
"25","25","GO101_25_16415","GO101_25_6415_1_2812_METS","1",""
"25","25","GO101_25_6416_1_2812_METS","GO101_25_16416","1",""
"25","25","GO101_25_16417","GO101_25_6417_1_2812_METS","1",""
"25","25","GO101_25_6418_1_2812_METS","GO101_25_16418","1",""
"25","25","GO101_25_16419","GO101_25_6419_1_2812_METS","1",""
"25","25","GO101_25_6420_1_2812_METS","GO101_25_16420","1",""
"25","25","GO101_25_16421","GO101_25_6421_1_2812_METS","1",""
"25","25","GO101_25_16423","GO101_25_6423_1_2812_METS","1",""
"25","25","GO101_25_6450_1_2812_METS","GO101_25_16450","1",""
"25","25","GO101_25_16451","GO101_25_6451_1_2812_METS","1",""
"25","25","GO101_25_6452_1_2812_METS","GO101_25_16452","1",""
"25","25","GO101_25_16453","GO101_25_6453_1_2812_METS","1",""
"25","25","GO101_25_6454_1_2812_METS","GO101_25_16454","1",""
"25","25","GO101_25_16455","GO101_25_6455_1_2812_METS","1",""
"25","25","GO101_25_6456_1_2812_METS","GO101_25_16456","1",""
"25","25","GO101_25_16457","GO101_25_6457_1_2812_METS","1",""
"25","25","GO101_25_6458_1_2812_METS","GO101_25_16458","1",""
"25","25","GO101_25_16459","GO101_25_6459_1_2812_METS","1",""
"25","25","GO101_25_6460_1_2812_METS","GO101_25_16460","1",""
"25","25","GO101_25_16461","GO101_25_6461_1_2812_METS","1",""
"25","25","GO101_25_6462_1_2812_METS","GO101_25_16462","1",""
"25","25","GO101_25_16463","GO101_25_6463_1_2812_METS","1",""
"25","25","GO101_25_6464_1_2812_METS","GO101_25_16464","1",""
"25","25","GO101_25_16465","GO101_25_6465_1_2812_METS","1",""
"25","25","GO101_25_6466_1_2812_METS","GO101_25_16466","1",""
"25","25","GO101_25_6468_1_2812_METS","GO101_25_16468","1",""
"25","25","GO101_25_300_1_2811_METS","GO101_25_20300","1",""
"25","25","GO101_25_20303","GO101_25_303_1_2811_METS","1",""
"25","25","GO101_25_20305","GO101_25_305_1_2811_METS","1",""
"25","25","GO101_25_20307","GO101_25_307_1_2811_METS","1",""
"25","25","GO101_25_20373","GO101_25_373_1_2811_METS","1",""
"25","25","GO101_25_376_1_2811_METS","GO101_25_20376","1",""
"25","25","GO101_25_378_1_2811_METS","GO101_25_20378","1",""
"25","25","GO101_25_380_1_2811_METS","GO101_25_20380","1",""
"25","25","GO101_25_382_1_2811_METS","GO101_25_20382","1",""
"25","25","GO101_25_20393","GO101_25_393_1_2811_METS","1",""
"25","25","GO101_25_400_1_2811_METS","GO101_25_20400","1",""
"25","25","GO101_25_6300_1_2812_METS","GO101_25_26300","1",""
"25","25","GO101_25_26301","GO101_25_6301_1_2812_METS","1",""
"25","25","GO101_25_6302_1_2812_METS","GO101_25_26302","1",""
"25","25","GO101_25_26303","GO101_25_6303_1_2812_METS","1",""
"25","25","GO101_25_6304_1_2812_METS","GO101_25_26304","1",""
"25","25","GO101_25_26305","GO101_25_6305_1_2812_METS","1",""
"25","25","GO101_25_26307","GO101_25_6307_1_2812_METS","1",""
"25","25","GO101_25_6310_1_2812_METS","GO101_25_26310","1",""
"25","25","GO101_25_26311","GO101_25_6311_1_2812_METS","1",""
"25","25","GO101_25_6312_1_2812_METS","GO101_25_26312","1",""
"25","25","GO101_25_26313","GO101_25_6313_1_2812_METS","1",""
"25","25","GO101_25_6314_1_2812_METS","GO101_25_26314","1",""
"25","25","GO101_25_26315","GO101_25_6315_1_2812_METS","1",""
"25","25","GO101_25_6316_1_2812_METS","GO101_25_26316","1",""
"25","25","GO101_25_26317","GO101_25_6317_1_2812_METS","1",""
"25","25","GO101_25_6318_1_2812_METS","GO101_25_26318","1",""
"25","25","GO101_25_26319","GO101_25_6319_1_2812_METS","1",""
"25","25","GO101_25_6320_1_2812_METS","GO101_25_26320","1",""
"25","25","GO101_25_26321","GO101_25_6321_1_2812_METS","1",""
"25","25","GO101_25_6350_1_2812_METS","GO101_25_26350","1",""
"25","25","GO101_25_26351","GO101_25_6351_1_2812_METS","1",""
"25","25","GO101_25_6352_1_2812_METS","GO101_25_26352","1",""
"25","25","GO101_25_26353","GO101_25_6353_1_2812_METS","1",""
"25","25","GO101_25_6354_1_2812_METS","GO101_25_26354","1",""
"25","25","GO101_25_26355","GO101_25_6355_1_2812_METS","1",""
"25","25","GO101_25_6356_1_2812_METS","GO101_25_26356","1",""
"25","25","GO101_25_26357","GO101_25_6357_1_2812_METS","1",""
"25","25","GO101_25_6358_1_2812_METS","GO101_25_26358","1",""
"25","25","GO101_25_26359","GO101_25_6359_1_2812_METS","1",""
"25","25","GO101_25_6360_1_2812_METS","GO101_25_26360","1",""
"25","25","GO101_25_26361","GO101_25_6361_1_2812_METS","1",""
"25","25","GO101_25_6362_1_2812_METS","GO101_25_26362","1",""
"25","25","GO101_25_26363","GO101_25_6363_1_2812_METS","1",""
"25","25","GO101_25_6364_1_2812_METS","GO101_25_26364","1",""
"25","25","GO101_25_26365","GO101_25_6365_1_2812_METS","1",""
"25","25","GO101_25_6366_1_2812_METS","GO101_25_26366","1",""
"25","25","GO101_25_26367","GO101_25_6367_1_2812_METS","1",""
"25","25","GO101_25_6368_1_2812_METS","GO101_25_26368","1",""
"25","25","GO101_25_26369","GO101_25_6369_1_2812_METS","1",""
"25","25","GO101_25_6370_1_2812_METS","GO101_25_26370","1",""
"25","25","GO101_25_26371","GO101_25_6371_1_2812_METS","1",""
"25","25","GO101_25_6372_1_2812_METS","GO101_25_26372","1",""
"25","25","GO101_25_26373","GO101_25_6373_1_2812_METS","1",""
"25","25","GO101_25_6390_1_2812_METS","GO101_25_26390","1",""
"25","25","GO101_25_6392_1_2812_METS","GO101_25_26392","1",""
"25","25","GO101_25_26393","GO101_25_6393_1_2812_METS","1",""
"25","25","GO101_25_6394_1_2812_METS","GO101_25_26394","1",""
"25","25","GO101_25_26395","GO101_25_6395_1_2812_METS","1",""
"25","25","GO101_25_6396_1_2812_METS","GO101_25_26396","1",""
"25","25","GO101_25_26397","GO101_25_6397_1_2812_METS","1",""
"25","25","GO101_25_6398_1_2812_METS","GO101_25_26398","1",""
"25","25","GO101_25_26399","GO101_25_6399_1_2812_METS","1",""
"25","25","GO101_25_26399","GO101_25_6399_1_2811_METS","1",""
"25","25","GO101_25_6412_1_2812_METS","GO101_25_26412","1",""
"25","25","GO101_25_26413","GO101_25_6413_1_2812_METS","1",""
"25","25","GO101_25_6414_1_2812_METS","GO101_25_26414","1",""
"25","25","GO101_25_26415","GO101_25_6415_1_2812_METS","1",""
"25","25","GO101_25_6416_1_2812_METS","GO101_25_26416","1",""
"25","25","GO101_25_26417","GO101_25_6417_1_2812_METS","1",""
"25","25","GO101_25_6418_1_2812_METS","GO101_25_26418","1",""
"25","25","GO101_25_26419","GO101_25_6419_1_2812_METS","1",""
"25","25","GO101_25_6420_1_2812_METS","GO101_25_26420","1",""
"25","25","GO101_25_26421","GO101_25_6421_1_2812_METS","1",""
"25","25","GO101_25_26423","GO101_25_6423_1_2812_METS","1",""
"25","25","GO101_25_6450_1_2812_METS","GO101_25_26450","1",""
"25","25","GO101_25_26451","GO101_25_6451_1_2812_METS","1",""
"25","25","GO101_25_6452_1_2812_METS","GO101_25_26452","1",""
"25","25","GO101_25_26453","GO101_25_6453_1_2812_METS","1",""
"25","25","GO101_25_6454_1_2812_METS","GO101_25_26454","1",""
